1.000000000000000021e-02;3.203414086378636785e+04
1.125335582600765078e-02;3.203414086378636785e+04
1.266380173467403399e-02;2.993414043582056547e+04
1.425102670302997795e-02;2.787098852439563416e+04
1.603718743751330125e-02;2.570201874519805278e+04
1.804721766827170268e-02;2.374912324427064232e+04
2.030917620904735751e-02;2.183181057567019525e+04
2.285463864134990725e-02;2.014569930172140084e+04
2.571913809059344497e-02;1.861380799249651682e+04
2.894266124716750321e-02;1.720504087618528138e+04
3.257020655659782771e-02;1.600184883049042946e+04
3.665241237079627790e-02;1.485169965838727876e+04
4.124626382901352278e-02;1.375559187843638210e+04
4.641588833612777382e-02;1.276143316713925014e+04
5.223345074266843441e-02;1.182958370180641032e+04
5.878016072274912240e-02;1.097939661636789788e+04
6.614740641230149043e-02;1.020729148627358700e+04
7.443803013251688860e-02;9.477382172626401371e+03
8.376776400682915680e-02;8.803441821121519752e+03
9.426684551178854399e-02;8.200243818632150578e+03
1.060818355139448305e-01;7.659891824982933031e+03
1.193776641714436315e-01;7.124774087773936117e+03
1.343399332598900209e-01;6.634361250918124824e+03
1.511775070615662409e-01;6.207583986093294698e+03
1.701254279852589257e-01;5.815529727388804531e+03
1.914481976169957467e-01;5.439864782325552369e+03
2.154434690031883370e-01;5.095683260872992832e+03
2.424462017082328336e-01;4.780533502483584016e+03
2.728333376486767881e-01;4.487989665220382449e+03
3.070290629757849721e-01;4.223945758474406830e+03
3.455107294592218437e-01;3.984758787655551714e+03
3.888155180308087155e-01;3.760763059525143944e+03
4.375479375074184385e-01;3.549967868164967967e+03
4.923882631706739121e-01;3.355249653379825759e+03
5.541020330009491790e-01;3.176348956130485931e+03
6.235507341273912596e-01;3.008160925640368077e+03
7.017038286703826122e-01;2.850498377004151735e+03
7.896522868499724623e-01;2.699607378785394758e+03
8.886238162743402835e-01;2.576362751854233011e+03
1.000000000000000000e+00;2.454453806515682572e+03
1.125335582600764939e+00;2.325096995335331940e+03
1.266380173467403170e+00;2.185610159458290127e+03
1.425102670302998087e+00;2.034426950928111182e+03
1.603718743751330278e+00;1.871909053451961199e+03
1.804721766827170226e+00;1.700802919044210057e+03
2.030917620904735710e+00;1.526008890874340523e+03
2.285463864134990253e+00;1.353628595411979404e+03
2.571913809059345191e+00;1.189648742319935309e+03
2.894266124716750710e+00;1.038800530531972072e+03
3.257020655659783159e+00;9.039710590570579143e+02
3.665241237079627901e+00;7.862075132698054176e+02
4.124626382901352528e+00;6.871349009781121140e+02
4.641588833612778409e+00;6.071354127574107906e+02
5.223345074266841692e+00;5.382969703722561690e+02
5.878016072274911963e+00;4.795492877986329177e+02
6.614740641230149265e+00;4.296277316802911059e+02
7.443803013251688583e+00;3.872559810066602495e+02
8.376776400682917512e+00;3.512474842301193121e+02
9.426684551178851734e+00;3.205513951526759797e+02
1.060818355139448244e+01;2.942648099017071104e+02
1.193776641714436337e+01;2.716267813398319504e+02
1.343399332598900031e+01;2.520039114534723979e+02
1.511775070615662209e+01;2.348731922824747755e+02
1.701254279852589235e+01;2.198050840840581657e+02
1.914481976169957633e+01;2.064482110855132362e+02
2.154434690031883193e+01;1.945161550319054982e+02
2.424462017082328202e+01;1.837763604260991599e+02
2.728333376486768103e+01;1.740409502801974497e+02
3.070290629757849743e+01;1.651591742356586394e+02
3.455107294592217926e+01;1.570112054266477628e+02
3.888155180308087466e+01;1.495030307590162693e+02
4.375479375074184674e+01;1.425622208303082061e+02
4.923882631706739232e+01;1.361344098268764071e+02
5.541020330009492056e+01;1.301803571658784335e+02
6.235507341273912374e+01;1.246734991331545501e+02
7.017038286703825634e+01;1.195979296329879134e+02
7.896522868499724268e+01;1.149467746294967441e+02
8.886238162743403279e+01;1.107209456787530542e+02
1.000000000000000000e+02;1.069282752731595849e+02
1.063131144355065061e+02;1.051369560377995640e+02
1.130247830097711415e+02;1.034684626390912143e+02
1.201601669016609151e+02;1.019259140872879641e+02
1.277460157440585107e+02;1.005114256168809277e+02
1.358107679047811018e+02;9.922701157088090440e+01
1.443846570983500612e+02;9.806986834135558695e+01
1.534998257282827296e+02;9.702474615038642014e+01
1.631904453848122785e+02;9.604515666618208058e+01
1.734928449497684255e+02;9.501305167792665429e+01
1.844456467888631721e+02;9.366075321439799950e+01
1.960899115419544501e+02;9.144417846492036972e+01
2.084692920540815066e+02;8.740920922058850806e+01
2.216301970243459607e+02;8.025903724323572419e+01
2.356219649861317009e+02;6.904422740126062763e+01
2.504970492708952747e+02;5.445445605736184547e+01
2.663112146489343104e+02;3.919230033686158521e+01
2.831237463843089017e+02;2.618922457361369638e+01
3.009976724876438539e+02;1.672424519278508370e+01
3.199999999999998863e+02;1.074214507396072271e+01
