0.982769876;100000
1.011868269;90000
1.045192669;80000
1.084026116;70000
1.13031284;60000
1.187193882;50000
1.260211197;40000
1.360495514;30000
1.515690687;20000
1.831653873;10000
1.887121164;9000
1.952065748;8000
2.029845019;7000
2.125815183;6000
2.24919414;5000
2.417606732;4000
2.43810714;3900
2.459463229;3800
2.481738665;3700
2.505003957;3600
2.529337432;3500
2.554826379;3400
2.581568406;3300
2.609673049;3200
2.639263707;3100
2.670479959;3000
2.703480386;2900
2.738445993;2800
2.775584427;2700
2.815135191;2600
2.857376147;2500
2.902631709;2400
2.951283254;2300
3.003782498;2200
3.060668877;2100
3.122592416;2000
3.190344238;1900
3.264897887;1800
3.347466247;1700
3.439581448;1600
3.54320942;1500
3.660918119;1400
3.796131401;1300
3.95352443;1200
4.005983874;1170
4.364078793;1000
4.641189605;900
4.993920294;800
5.461137057;700
6.114520801;600
7.102539233;500
8.790011777;400
12.36316798;300
24.62170824;200
95.97709707;129
290.6990162;106.6
